yolculuk_tarihi,tatil_gunu_mu,Pazartesi,Salı,Çarşamba,Perşembe,Cuma,Cumartesi,Pazar,saat_sin,saat_cos,yolcu_sayisi,yolcu_sayisi_scaled
2021-06-08,0,0,1,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,11227,0.25835999171480517
2021-06-08,0,0,1,0,0,0,0,0,-0.5000000000000003,0.8660254037844383,4559,0.10489977215714254
2021-06-08,0,0,1,0,0,0,0,0,-0.2588190451025215,0.9659258262890682,1786,0.04108075763503717
2021-06-09,0,0,0,1,0,0,0,0,0.0,1.0,78,0.00177211111366827
2021-06-09,0,0,0,1,0,0,0,0,0.9659258262890684,0.2588190451025208,1039,0.023888978389450186
2021-06-09,0,0,0,1,0,0,0,0,1.0,6.123233995736766e-17,6958,0.16011138984143056
2021-06-09,0,0,0,1,0,0,0,0,0.9659258262890684,-0.2588190451025207,19853,0.4568824653057467
2021-06-09,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999997,21238,0.4887574509217279
2021-06-09,0,0,0,1,0,0,0,0,0.7071067811865477,-0.7071067811865475,14360,0.3304642010540609
2021-06-09,0,0,0,1,0,0,0,0,0.4999999999999999,-0.8660254037844386,12047,0.2772318243538699
2021-06-09,0,0,0,1,0,0,0,0,0.258819045102521,-0.9659258262890684,12035,0.2769556511932982
2021-06-09,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,13267,0.3053094290119905
2021-06-09,0,0,0,1,0,0,0,0,-0.2588190451025208,-0.9659258262890684,14041,0.32312259786886377
2021-06-09,0,0,0,1,0,0,0,0,-0.4999999999999997,-0.8660254037844387,15343,0.3530873857908909
2021-06-09,0,0,0,1,0,0,0,0,-0.7071067811865471,-0.707106781186548,15568,0.35826563255160987
2021-06-09,0,0,0,1,0,0,0,0,-0.8660254037844383,-0.5000000000000003,17526,0.4033278865848887
2021-06-09,0,0,0,1,0,0,0,0,-0.9659258262890684,-0.2588190451025207,20408,0.4696554739821868
2021-06-09,0,0,0,1,0,0,0,0,-1.0,-1.8369701987210292e-16,25975,0.597776806057398
2021-06-09,0,0,0,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,23628,0.5437619387355873
2021-06-09,0,0,0,1,0,0,0,0,-0.8660254037844385,0.5,14718,0.338703367011116
2021-06-09,0,0,0,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,12247,0.28183471036339786
2021-06-09,0,0,0,1,0,0,0,0,-0.5000000000000003,0.8660254037844383,4938,0.11362224114519805
2021-06-09,0,0,0,1,0,0,0,0,-0.2588190451025215,0.9659258262890682,2007,0.04616694667556558
2021-06-10,0,0,0,0,1,0,0,0,0.0,1.0,105,0.0023935007249545467
2021-06-10,0,0,0,0,1,0,0,0,0.9659258262890684,0.2588190451025208,970,0.022300982716163036
2021-06-10,0,0,0,0,1,0,0,0,1.0,6.123233995736766e-17,7127,0.1640008285194817
2021-06-10,0,0,0,0,1,0,0,0,0.9659258262890684,-0.2588190451025207,20106,0.4627051161077996
2021-06-10,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999997,21760,0.500770983406596
2021-06-10,0,0,0,0,1,0,0,0,0.7071067811865477,-0.7071067811865475,14859,0.3419484016478332
2021-06-10,0,0,0,0,1,0,0,0,0.4999999999999999,-0.8660254037844386,11843,0.2725368806241513
2021-06-10,0,0,0,0,1,0,0,0,0.258819045102521,-0.9659258262890684,12046,0.27720880992382224
2021-06-10,0,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,13122,0.3019723366550827
2021-06-10,0,0,0,0,1,0,0,0,-0.2588190451025208,-0.9659258262890684,13877,0.31934823134105084
2021-06-10,0,0,0,0,1,0,0,0,-0.4999999999999997,-0.8660254037844387,14988,0.34491726312397875
2021-06-10,0,0,0,0,1,0,0,0,-0.7071067811865471,-0.707106781186548,15563,0.35815056040137166
2021-06-10,0,0,0,0,1,0,0,0,-0.8660254037844383,-0.5000000000000003,17530,0.40341994430507927
2021-06-10,0,0,0,0,1,0,0,0,-0.9659258262890684,-0.2588190451025207,20009,0.4604727163931785
